,SI Log,MAE,RSME,sq_rel,abs_rel
027f05a29f864d0296d5382aa4f04393-1614800722100012289.png,15.535904884338379,4.873266696929932,6.3268890380859375,1.6165666580200195,0.22742435336112976
027f05a29f864d0296d5382aa4f04393-1614800725600012358.png,16.20924949645996,4.154969215393066,5.762094020843506,1.5240198373794556,0.23957788944244385
027f05a29f864d0296d5382aa4f04393-1614800731000012473.png,17.020694732666016,3.4626612663269043,4.956021308898926,1.3878806829452515,0.2543237507343292
027f05a29f864d0296d5382aa4f04393-1614800754200012942.png,8.485904693603516,0.9308276772499084,1.135193109512329,0.17843464016914368,0.12849286198616028
027f05a29f864d0296d5382aa4f04393-1614800763100013101.png,12.387358665466309,1.4824389219284058,1.8567352294921875,0.443170428276062,0.19587168097496033
0322ea2f7d184cf89e0cf8a5c364f9bf-1622669218800006341.png,12.720062255859375,3.964050531387329,4.596585273742676,0.9546178579330444,0.18059636652469635
0322ea2f7d184cf89e0cf8a5c364f9bf-1622669224800006462.png,12.626105308532715,2.580240488052368,3.156054735183716,0.6643944382667542,0.1710977405309677
0322ea2f7d184cf89e0cf8a5c364f9bf-1622669227400006510.png,14.29191780090332,2.4609646797180176,3.0261824131011963,0.756840169429779,0.19677142798900604
0322ea2f7d184cf89e0cf8a5c364f9bf-1622669230700006598.png,15.069714546203613,1.6462327241897583,2.0087807178497314,0.564071536064148,0.22129017114639282
0322ea2f7d184cf89e0cf8a5c364f9bf-1622669236000006686.png,10.47634220123291,0.7321417927742004,0.9558309316635132,0.18856030702590942,0.13339771330356598
0346fad6c48c4731bfb6a8288889005d-1617208841500006220.png,10.64254093170166,3.411226987838745,4.774521350860596,0.7160246968269348,0.1254868507385254
0346fad6c48c4731bfb6a8288889005d-1617208845400006309.png,10.346199989318848,2.7976315021514893,3.664323568344116,0.5860698223114014,0.1339751034975052
0346fad6c48c4731bfb6a8288889005d-1617208847400006348.png,12.209572792053223,2.6483724117279053,3.9903364181518555,0.6748144626617432,0.13498538732528687
0346fad6c48c4731bfb6a8288889005d-1617208854000006462.png,7.656163215637207,0.9585482478141785,1.5314183235168457,0.17393167316913605,0.08208516240119934
0346fad6c48c4731bfb6a8288889005d-1617208859300006564.png,5.944032192230225,0.3872072100639343,0.5734525322914124,0.05086108297109604,0.06898287683725357
04e3eefefb1a42e78886984d5dd1f5f6-1625778623800003492.png,14.009183883666992,4.199778079986572,4.7686381340026855,1.1281177997589111,0.1992405503988266
04e3eefefb1a42e78886984d5dd1f5f6-1625778627200003545.png,7.659278869628906,1.9277857542037964,2.4440717697143555,0.3513537049293518,0.11096570640802383
04e3eefefb1a42e78886984d5dd1f5f6-1625778630700003635.png,6.366336345672607,1.0808289051055908,1.5154627561569214,0.18886247277259827,0.08142385631799698
04e3eefefb1a42e78886984d5dd1f5f6-1625778633600003691.png,7.36070442199707,0.8713170289993286,1.2083648443222046,0.14767034351825714,0.08601165562868118
04e3eefefb1a42e78886984d5dd1f5f6-1625778637600003767.png,7.01308012008667,0.4739418625831604,0.6591798067092896,0.08636506646871567,0.08391012251377106
27095e88c7124f4ea615152b94891455-1660188117900016739.png,7.396819591522217,3.013622283935547,3.82789945602417,0.7603477835655212,0.1650943160057068
27095e88c7124f4ea615152b94891455-1660188120400016791.png,7.565523624420166,2.191868782043457,2.8420956134796143,0.5782908201217651,0.16266678273677826
27095e88c7124f4ea615152b94891455-1660188121800016834.png,12.74217414855957,2.687608242034912,3.3851661682128906,1.0886235237121582,0.26901882886886597
27095e88c7124f4ea615152b94891455-1660188124500016879.png,5.825813293457031,0.7295393347740173,1.014496922492981,0.12911821901798248,0.10032706707715988
27095e88c7124f4ea615152b94891455-1660188127300016944.png,7.362009048461914,0.494942843914032,0.6093906760215759,0.08281732350587845,0.10721183568239212
27eebb43df674ed3a176936fcd5a4999-1618425022500014777.png,13.4608154296875,3.1583399772644043,3.9550325870513916,0.8760105967521667,0.16389277577400208
27eebb43df674ed3a176936fcd5a4999-1618425024900014819.png,8.392071723937988,1.6180875301361084,2.097870111465454,0.2633373439311981,0.0970301553606987
